text,label,stance
"@user report shows U.S. State Department cannot locate 15 of Hillary Clinton's Private Emails.  Not so fast, Hillary! #SemST",1,hillary
"#HillaryClinton might want to book smaller venues for her rallies, if not many empty seats will be seen on TV, that's bad lol #SemST",1,hillary
@user including repealing the first amendment. Way to go,1,hillary
@user @user   Support encourage #HillaryClinton president #UnitedStates world is success of women in  world #SemST,2,hillary
@user Remember when millions of GWBush's emails went missing or deleted re Iraq War and nobody had a hearing? Yawn! #SemST,0,hillary
@user Did you feel same about #BillClinton's latest assault of teen girl? #hypocrite #HillaryClinton #Hillary_2016_NO #SemST,1,hillary
"#DemocRAT2014Slogans: ""Why work? When you can VOTE DemocRAT - twice!"" #tcot #SemST",1,hillary
"Everything Hillary touches ends up being a scam, a lie, a cover-up, or a failure. William L. Just who we want as president.",1,hillary
"In high school, decided to be the first woman president in 2016, but I never got into politics & don't have Trump's money. #SemST",0,hillary
@user Exactly what I don't want to see happen in America. #SemST,1,hillary
@user I want you to President for a 3rd term!!! Please make it happen LOL! I'm fine with #SemST,1,hillary
Great to see my mentor @user at #DCinSD. And she's right we have the most qualified candidate ever running for POTUS. #SemST,2,hillary
RT @user 1 of select few people fired 4 being 2 unethical 2 investigate Watergate #SemST,1,hillary
How much was Monica getting paid when Bill's burrito squirted sauce all over her pretty blue dress? @user @user #SemST,1,hillary
Hillary Clinton might end up having my vote. She's been tackling so many issues that America needs to face. #SemST,2,hillary
"of lear jets and fax machines...LOL @user ""woman of the people"" HA! #BestTheyveGot #SlushFund #UraniumDeal #SniperFire #SemST",1,hillary
Hillary is on her way to #Baltimore to be their champion. #BaltimoreRiots #SemST,2,hillary
@user That should have been done BEFORE she got rid of it!!! #NoHillary2016 #SemST,1,hillary
"Yes, do tell US, name one of her accomplishments #SemST",1,hillary
@user @user now i can live in peace,0,hillary
@user #freedom_justice_equality_education for innovation and development to make #happy_life i Utopia #SemST,2,hillary
.@HillaryClinton is a droid & someone's programmed her to say things - thinks she doesn't have to WORK to win so she ISN'T!,1,hillary
@user #MamaHillary is making the case here & just exclusively how to deal with complex social issues. #cnn #bbc #Mamaclinton #SemST,2,hillary
"Let's make Secretary Clinton, President Clinton - @user @user #SemST",2,hillary
Today's number is 8! That's how many years old Jesus was when he learned to ride a bike!  Pretty cool dude! #USWNT #proudmom #SemST,1,hillary
Leader of free world. Global navigating. Interacting with the international community. Beyond big crowds. Learned lesson. #SemST,1,hillary
"Moving forward, our next focus should be making higher education more attainable and eliminating the gender pay gap #SemST",0,hillary
@user @user Then you know how slippery snakes slither over shards of glass! #SemST,0,hillary
@user @user #Stephens begged for his life & @user @user is begging for ur vote #NotAChanceInHell #SemST,1,hillary
"@user @user @user @user @user @user @user @user @user He cool, but NO #SemST",0,hillary
"Respect FOR the law and respect BY the law Yes, needed desperately.  #BaltimoreRiots",0,hillary
Exciting to hear more about our Fellows all across the country on tonight's call. Special shout-out to the #FellowsIA. #SemST,0,hillary
"@user @user #HillaryClinton, the US presidency is a testament to the success of #women their role in the world",2,hillary
"Hilary has lied, deleted Benghazi emails, and betrayed the trust of Americans scandal after scandal. #SemST",1,hillary
"@user @user > With continued #Obama's & @user Admin policymaking, #USA will become #Greece! #WakeUpAmerica #NJ #SemST",1,hillary
"The Dukes of Hazzard has been on tv for 36 years, yet you weren't offended until the #liberals told you to be.  #unitedblue #SemST",1,hillary
RT @user One-percenter lied about being #DeadBroke No more lies. NO to #SemST,0,hillary
"@user bad wife, bad role model for women, bad lawyer, bad First Lady, bad Senator, horrible Secretary of State.",1,hillary
CEO pay the target for 2016 election. From someone who makes more than most CEO's but you drank the Kool-Aid.,0,hillary
@user @user Thank you so much for RTs!!! #WakeUpAmerica  #SemST,1,hillary
"#CarlyFiorina on #hannity, very impressive. A serious presidential candidate vs. A bad actress. #SemST",1,hillary
"The owner of Univisin, donated as much as $25 million to the Clinton Foundation, his wife sits on its board #Univision #Trump #SemST",1,hillary
@user Who gives a rate ass what a Old Queen has to say about Clarence Thomas? #SemST,0,hillary
"It's a miracle, suddenly #Democrats don't mind having someone who voted for war.",1,hillary
"Although I certainly have disagreements, after reading about @user I much rather have him than @user #SemST",1,hillary
@user Hillary pandering with her logo. #ClintonFoundationscandal #ClintonCash,1,hillary
"@user Thanks for the follow David, may God bless you and your family.  #freeallfour #SemST",0,hillary
The biggest dumps of bad info is b4 a holiday weekend. What comes out of WH and state dept today? #HillaryEmails  #LiarLiar #SemST,1,hillary
Great comments by @user about pathological liar #HillaryClinton . #SemST,1,hillary
@user @user I'm for CHANGE and EQUALITY #SemST,0,hillary
Sending u gay bear love from Chicago @user #HillaryMyPresident #SemST,2,hillary
"Do America a favor, If you feel you must vote for a woman candidate, Vote for #Carly2016 who at least has integrity unlike #SemST",1,hillary
@user cuz you know I'm such a feminist,0,hillary
"Hillary has lied, deleted Benghazi emails, and betrayed the trust of Americans scandal after scandal. #SemST",1,hillary
"Just met an awesome supporter on the CX bus! He said ""Hillary is one strong woman and we need that for our country."" #FellowsNV #SemST",2,hillary
@user  A Rainbow logo? Did u know only 4% of the US is gay? (2010 Census). #WhyImNotVotingForHillary #SemST,1,hillary
@user @user Do you stand for #BillClinton assaulting teen girls too? #ReadyForHillary #HillaryClinton #Clinton2016 #SemST,1,hillary
"Denial. It works for Hillary, why not the Mayor of #Baltimore. #DemocratLiesMatter #SemST",1,hillary
@user she ain't no ways tired of being a dumbass #SemST,0,hillary
I'm really excited for 2016 after finding out the amount @user raised. We got this. #SemST,1,hillary
@user The deceit hand? Thats a hand you know well. Right? #SemST,1,hillary
We can't expect change if we continue to vote for the same people. You have to take a chance 4yrs is not that long #Bernie2016 #SemST,1,hillary
"@user Right. Words no longer have meaning. Like Clintons,""It depends on what the meaning of 'is' is."" More if we don't #SemST",1,hillary
Didn't think about that. Don't think I'd ever vote for someone with dual citizenship. Can't believe it's legal. #Bernie #SemST,0,hillary
"Wow RT ""@greta Baltimore Orioles to play tomorrow but no public allowed"" #BaltimoreRiots #FreddieGray #ThanksObama #WakeUpAmerica #SemST",0,hillary
"SCOTUS dealt a blow to Hillary Clintons last campaign 'promise'... What is she running on now? Corruption, lies, and deceit. #SemST",1,hillary
Will the media ever get real with Hillary? #2016 #Benghazi #Clinton #SemST,1,hillary
@user took me a minute to realize where this came from #SemST,0,hillary
"It's good that after 30 years in public service (with zero accomplishments), Hillary is finally ready 2 serve the public! Lolol #SemST",1,hillary
"@user  ""@HillaryClinton can't even manage @user and she wants to be @user #lol #WakeUpAmerica #StopHillary2016 #SemST",1,hillary
RT @user Hillary for the win #SemST,2,hillary
I just want my dog to stop eating the trash #SemST,0,hillary
"She's NOT a WOMAN, she's a POLITICIAN. #WhyImNotVotingForHillary #StopHillaryClinton2016 #Benghazi #savetheUSA #SemST",1,hillary
"#Putin, the last thing the US needs right now is another #Clinton or #Bush in the White house. We're a dynasty now? #Jeb2016 #SemST",1,hillary
At least the few mistakes made by @user candidates on the campaign aren't felonies like the ones@HillaryClinton makes.#OhHillNo #SemST,1,hillary
"@user @user There is no enthusiasm gap, Mr. Lawrence!    -@TheHRCSuperVols   @user @user #Hillarymen #SemST",1,hillary
@user @user @user This is why I'm not voting for Hillary #SemST,1,hillary
I'm a woman. Can I be President? @user #SemST,1,hillary
"Also, I finally moved to @user today! Will be much easier to get around going forward! #moving #SemST",0,hillary
I just gave an unhealthy amount of my hard-earned money away to the big gov't & untrustworthy IRS. #WhyImNotVotingForHillary,1,hillary
@user @user She's the animal!! She's also a sellout!!! Ppl that vote for her are sellouts!! #NoHillary2016 #SemST,1,hillary
"The Democrats are not creating Al QAEDA, they are creating A NUCLEAR ISIS.  THINK ABOUT THAT.  #SemST",1,hillary
"Why does the "" shit barometer "" always rise when Republicans speak? #USA #July4 #SemST",1,hillary
I got it! I got it!   A Hillary accomplishment!   She's managed to stay out of prison despite a 30-year crime spree. #tcot #ocra #SemST,1,hillary
"#SOCIALMEDIA is NOT for #sociopaths & #psychopaths. If you insult people u don't know, you are the above. Resign. #feelthebern #SemST",0,hillary
Today LOVE won and Hate was defeated. #MorningJoe #UnitedBlue #SemST,0,hillary
@user @user Hey Hillary is on her to way to buy votes too! #HillarySoOld #SemST,1,hillary
"@user come on, Iowa! For better USA and the ROW #SemST",2,hillary
Obama:  climate change or bush?  Who to blame...?  Hillary:  right wing conspiracy in Baltimore. #BalitmoreRiots #SemST,1,hillary
@user  I love how you pay more attention to the democratic candidate than you own republican candidates #KnowTheEnemy #SemST,0,hillary
@user How could we support it if it was secret??? #NoHillary2016 #SemST,1,hillary
@user is quite obsessed with emails and transparency. Why did Hillary Clinton destroy her emails? #clintonemail #SemST,1,hillary
"@user @user  That God for global warming melting icebergs, never gets prosecuted for her crimes #Liberals #SemST",1,hillary
Too many women in too many countries speak the same language  of silence. HILLARY CLINTON #HillaryCliton #Hillary4Women #SemST,2,hillary
"#Obama is riding high!! #ObamaCare #LoveWins #Republicans tearing out their hair, whatever is left of it ..Next is #SCOTUS #SemST",0,hillary
Fashion News: Hillary has a new clothing line coming out called Flip Flops R US   #tcot #Benghazi #SemST,1,hillary
"RT @user If Hillary IS elected, I have my transition team together to smoothly move me from a racist to a sexist.",1,hillary
"Because I'm against common core, common crooks and common lies! #NoHillary2016 #StopHillaryClinton2016 #WhyImNotVotingForHillary #SemST",1,hillary
@user @user She will be a  #CenterHitler. #SemST,1,hillary
Hillary Clinton for Ambassador to ISIS. #SemST,1,hillary
@user  #freedom_justice_equality_education for innovation and development to make #happy_life i Utopia #SemST,0,hillary
"@user I wish u were in Benghazi instead of those great people, chronic liar and power hungry animal #SemST",1,hillary
"@user gee,  what a busy schedule she had. #SemST",1,hillary
Can @user help Cuckold Conservatives win in 2016!  More cuckoldry please!  #Christie2016 #DonaldTrump #UniteBlue #p2 #SemST,1,hillary
A proper introduction of Hillary Clinton should begin with five words: Will the defendant please rise #WhyImNotVotingForHillary #SemST,1,hillary
Forgive #CherylRios of her stupid comments about women being president. She will blame it on that time of the month anyways. #SemST,0,hillary
#ThingsYouDontSayAsAPolitician  I don't feel no ways tired. Go to the back of the line. What difference does it make?  #SemST,0,hillary
"Do we breathe & live or ignore & collectively succumb to toxins of political, ecological, unwanton oligards? #p2 #bernie2016 #SemST",1,hillary
@user Bernie Sanders had record crowds in Madison wis why no mention from you guys you talked about trump #Trump #SemST,0,hillary
@user @user Maybe a woman should be President.  #SemST,2,hillary
@user can't even run NJ and wants to be president? I'd vote for him before @user #SemST,1,hillary
#KCA #VoteJKT48ID RfWheels3015: davidjones720 rratkinson Right I mean what the heck is an #ArabDonorGroup ?? #HillaryEmails #D... #SemST,1,hillary
Spoke to @user today in NYC. Wow! So smart and impressive!!! #SemST,2,hillary
#Obama administration lies again.. Knew of #HillaryEmails being private.. transparency???? #SemST,1,hillary
"@user ""@HillaryClinton can't even manage @user and she wants to be @user #lol #WakeUpAmerica #StopHillary2016 #SemST",1,hillary
I want America to great again #WhyImNotVotingForHillary,1,hillary
Cruz-- Perry 2016 @user @user It's the only win-win choice #SemST,1,hillary
"@user WOW, she's one to talk #SemST",1,hillary
@user The guy w/ the #Benghazi sign has guts Loveit #NoHillary2016 #SemST,1,hillary
If you support @user you are supporting another term of the policies of George W Bush. #democrats #mepolitics #SemST,1,hillary
#HillaryClinton We've all been waiting for your rainbow-striped pantsuit  #fashionista #LoveWins #SemST,2,hillary
RT @user Because I want young American women to be able to be proud of the 1st woman president #SemST,2,hillary
"In 2013 Clinton Foundation collected $140M and spent $9M on direct aid, in 2014 they raised $500M and spent $100M on direct aid!  #SemST",1,hillary
"Overheard at the Davenport open house: ""Oh, I know you from Facebook!"" #DigitalOrganizing #SemST",1,hillary
@user Thank you for adding me to your list,0,hillary
@user @user It should be illegal for an employer to discriminate against their workers. #EqualityForAll #SemST,2,hillary
@user She would have to have a conscious to be haunted. @user #killary #Marxism  #SemST,1,hillary
You don't have to be a lawyer to know the Clintons violated ethics rules. #SemST,1,hillary
Too far @user That's just too fucking far. #BaltimoreUprising #Obama #SemST,0,hillary
@user @user she also voted for the Iraq war and was responsible for gathering @user votes to support it. #SemST,1,hillary
"Night, sleep tight, don't let Hillary bite. says @user   ""Nightmares"" is all I say.  #SemST",1,hillary
Why is Hillary lying AGAIN about something news worthy? What's news worthy is if she doesn't lie about something #SemST,1,hillary
Great that @user attended #ClementaPinckney 's funeral today!! #SemST,2,hillary
"Problem with #libertarian is it's not even a decreed party. A house devided against itself, will not stand. think this news to #SemST",0,hillary
Hillary is killing it so far on the trail. She's finally showing her personal side and I think it will benefit her profoundly. #SemST,2,hillary
@user @user I'm glad that you will now slice all round.  #SemST,1,hillary
"Use your brain, keep Hillary out of the White House.Clinton2016",1,hillary
@user @user They know they're going to lose to HRC so they keep trying! #SemST,2,hillary
"A body-cam on every cop, private servers for Cabinet Secretaries. #SemST",0,hillary
Do you know what would REALLY PISS .@HillaryClinton OFF?  .@VP .@JoeBiden runs against her. LMAO!   #WakeUpAmerica No longer is #SemST,1,hillary
I really need my new @user shirt to come in. Meeting some people at the brewery same night as a Bernie meetup there. #SemST,2,hillary
@user @user Here ya go teddy boy..the world is getting HOTTER!! It's called GLOBAL WARMING!!  You're such a PUTZ!! #SemST,0,hillary
RT @user Are y'all #TexasTech #RedRaiders ready for #MarcoRubio in #2016 #TTU #TexasTechUniversity #Rubio #Texas #N... #SemST,1,hillary
"@user @user And Abedin's penumbra, the Muslim Brotherhood. Her connection is incontrovertible #HumaAbedin #SemST",1,hillary
"Folks, this is what happens when Liberals are in control! All hell breaks loose! Had enough yet? #SemST",1,hillary
U Missouri at KC got Chelsea caus Hils cost too much. Chels could arrive w/ mom - no xtra charge. @user #SemST,1,hillary
@user #Love_peace and peaceful coexistence of all no to violence and #terrorism #SemST,0,hillary
I'm thinking #Hillary throws #Chelsea under the bus to end #Foundation firestorm.  #ClintonCash #TheGreaterGood #election2016 #SemST,1,hillary
"@user like I tweeted you way back when, #ACA software can be fixed , but GOP strategic mistake of 'repeal' can't be fixed #SemST",1,hillary
@user Shocked she didn't burst into flames! #WakeUpAmerica #makeAmericaGreatAgain #SemST,1,hillary
It's official. Every single #GOP member is now a candidate for #POTUS. Who needs #leadership when you have a #soapbox? #SemST,1,hillary
"Technically, a president with raging hormones could refer to estrogen, testosterone or anabolic steroids #IBlamePublicSchools #SemST",1,hillary
@user @user 2 years ago #Hillary never answered whether she used private email #Liberal media passed on reporting #SemST,1,hillary
#AmericaDeadBrokeSLOWLY SLOWLY China wants the yuan to replace the U.S. dollar as the world's new global currency. #SemST,0,hillary
I dreamt about Hilary Clinton last night. Does this mean her plans to control us and take over the world are coming true? #SemST,1,hillary
@user R U desperate or what? 3rd Hillary tweet on my timeline 2day. NOT gonna vote 4 U! #SemST,1,hillary
"It's time that we move from good words 2 good works, from sound bites 2 sound solutions HILLARY CLINTON #HillaryClinton #SemST",2,hillary
@user SO? THt will NEVER erase their support of DOMA & silence on #LGBT #LGBTQ rights until it is politically aventageous. #SemST,1,hillary
".@davelevinthal Operating a shredder, now @user is WAY more adept at using THAT! #WakeUpAmerica #TCOT #OhHillNO! #SemST",1,hillary
@user @user I'm not a Genitalian #SemST,0,hillary
".@NewtGingrich on @user ""She's very formidable... she's a very competent person. #SemST",1,hillary
Remember back when #CrackerBarrel gave in 2 #PoliticalCorrectness over #DuckDynasty ? #Wakeup #NASCAR  b4 it's to late  #tcot #SemST,0,hillary
@user thank you sir. It's an honor to hear it. USA for life. Spread this for me. #RememberBenghazi2016 #SemST,0,hillary
Hillary's campaign raised $45 million  91% of all donations were $100 or less  This is a record. Beating Obama's record in '11 #SemST,1,hillary
@user @user Why is there no outrage about all the smoke & mirrors w/ this candidate? Are you hiding Hill! #SpillHill #SemST,1,hillary
EVERYDAY AMERICANS AND THEIR FAMILIES NEED A CHAMPION AND HILLARY WILL BE THAT CHAMPION.   #SemST,2,hillary
My vote is definitely for Hillary. I don't want Bush's dumb ass. Don't want Trump either.  #HillaryClinton #SemST,2,hillary
@user @user @user And why are major media outlets not exposing Hillary's blatant flip flopping on this issue. #SemST,1,hillary
@user literally the greatest video I have ever seen. #SemST,2,hillary
"@user @user Yes. You make me proud. Socialism is the answer, which leads to communism. We will succeed. #SemST",0,hillary
"@user I love Bern, but it's not his time! #SemST",1,hillary
".@HillaryClinton The spatula seems appropriate, given that it can be used to easily flip positions if the heat gets to high. #SemST",1,hillary
"I support Bernie on account USA needs a new direction but, if he loses in primary ,I'll support Hillary Clinton. #Sanders2016 #SemST",1,hillary
RT @user Huge cheer for universal child care and early childhood education. #SemST,0,hillary
".@GoldenTalon @user @user  On the contrary, I am happy she will win. I enjoy seeing Liberal cities burn GO #SemST",2,hillary
@user Stop promoting @user She is a liar. Just like her impeached husband. #WakeUpAmerica,1,hillary
@user @user is that why she and @user take that #Saudi money? #SaudiCables #SaudiCables #clinton2016 #SemST,1,hillary
@user @user WTF? This just keeps getting crazier! #SemST,0,hillary
"White, middle-aged men did a pretty good job leading this Country for 230 yrs. Racist? Sexist? No, I'm a realist. #SemST",1,hillary
@user I love a good sale. Money well spent. 2 birds with 1stone. #LoveWins #SemST,0,hillary
YES! Community policing is answer to rebuilding trust in our communities between law enforcement and the people they serve. #SemST,0,hillary
"@user  ""@HillaryClinton can't even manage @user and she wants to be @user #lol #WakeUpAmerica #StopHillary2016 #SemST",1,hillary
"@user Did your rich Saudi donors, who execute gays, join the team? #Hypocrite #WakeUpAmerica  #SemST",1,hillary
@user I do a stump speech. It on the stump in the park. attendance mandatory. #SemST,0,hillary
@user Says the millionaire politician who accepts $$$ from countries that execute gays. #Hypocrite #WakeUpAmerica #SemST,1,hillary
@user Yes I can and will. #SemST,2,hillary
Low key it would be interesting to have a female president. #SemST,2,hillary
@user Emails missing and incomplete? Who'd of thunk it?  I'M ABOVE THE LAW and the rest of you peons! JUST TRUST ME! #SemST,1,hillary
@user @user @user @user  we love Joe and Bernie--but they ARE too OLD--they would end up a #OneTerm President #SemST,1,hillary
Hillary is our best choice if we truly want to continue being a progressive nation. #Ohio,2,hillary
"3. Fixing America's political system by getting rid of ""unaccountable"" money, and 4. Protecting the country. #SemST",0,hillary
Before leaving my dad's I took the liberty in framing and put up the pictures he has meeting Hillary and Bill Clinton in '92 #SemST,2,hillary
My how times have changed: @user has focused his attacks on @user not @user #SemST,0,hillary
It is offensive when the mexican flag flies on US soil. California state capital. #Lovewins #univision #foxnews #DonaldTrump #SemST,1,hillary
@user i think the main problem is having your foot in your mouth in the first place. #SemST,0,hillary
My liberty depends on you being free too. President Obama #SemST,0,hillary
"@user Haha, I LOVE your header! #SemST",0,hillary
If I run for office this will be my original logo:          M   #libertynothillary  #HillNo #tcot #UniteBlue #SemST,1,hillary
"I guarantee Hillary could care less about black rights.  If Obama did, blacks wouldn't be in the same predicament still.  #SemST",1,hillary
"Is a Eric Holder making 7 figures in the financial industry he protected from prosecution, yet?  Why do Libs love 1%ers?  #SemST",1,hillary
"All Americans have value to our society, it's called a vote. #LiberalLogic    #InternationalJokeDay #SemST",1,hillary
How many poor kids could $2.5 billion feed? #SemST,0,hillary
"Why is HRC so popular?  This deceptive socialist accomplished nothing. Is only wife of an impeached President, who enabled UBL.   #SemST",1,hillary
RT .@ChuckNellis  .@HillaryClinton name change; it's no longer HRC it's now Hillary Uranium #Benghazi Clinton. Take note. #SemST,1,hillary
@user @user we need to re-establish a #global system dominated by love and affection have #moral_humane RT,2,hillary
I always joke about anything political bc if I were serious I'd end up offending people and not realize it. #SemST,0,hillary
Hillary flew on private jet to speak to speak about Income & Equality. Dinner plates were $2700.00 ! #EqualityForAll #PJNET #CCOT #SemST,1,hillary
@user won't be there. I'm supporting @user for President. #lgbtrights #ACAWorks #SemST,2,hillary
@user those of us that also have a brain will be voting against Hillary... #SemST,1,hillary
Fantastic Emmet County Dem meeting tonight in Estherville. Glad to meet some @user supporters! #SemST,2,hillary
@user @user you could never dream to be as intelligent as she is #SemST,2,hillary
"My birthday is on July 24th, if anyone needs a gift idea #ChillaryClinton #SemST",1,hillary
"@user @user Thank you so much for RTs and FAVs, Eloisa and Thomas!!! #WakeUpAmerica #SemST",0,hillary
"@user @user ""@HillaryClinton can't even manage @user and she wants to be @user #lol #SemST",1,hillary
Let's shatter the glass ceiling! - @user #VAdems #SemST,0,hillary
"@user I agree, these are better than what you had before, like a severe cold is better than pneumonia. Good luck.",0,hillary
Hillary needs to go to a Sheetz gas station after 10 pm to see the real America. #SemST,1,hillary
Hilliary: I provided all work related emails  State Dept: There are work related emails you didn't provide  #Hillaredacted #SemST,1,hillary
@user @user I want the first female to be competent. #SemST,1,hillary
I want to go back in time to when men and women couldn't appear in the same yearbook as each other #old school #SemST,0,hillary
"Sorry, Hillary's new normal folk image doesn't take away from Behgnazi & her 0 foreign policy successes as Secretary of State.",1,hillary
The only Intelligent Choice for USA is Hillary Clinton....You can not afford to stay HOME ...you must VOTE and VOTE #UniteBlue #SemST,2,hillary
"@user Facts confirm what we knew. Used server to prevent e-mails from becoming public records. Like Obama, no transparency. #SemST",1,hillary
@user   YAWNzzzzzzzzzzzzzz could keep the z's going for the full amt of Tweet characters but you get the point. #SemST,1,hillary
RT @user 2nd tweet-#POTUS2016 candidates #guncontrol Read article-esp #JebBush (make #GunViolence worse) & #GunSen... #SemST,1,hillary
@user You have proven your dishonesty once again in flip flopping on this issue. People know you were opposed before. #SemST,1,hillary
"I'd love for some reporter to ask, ""Sec Clinton, will u b returning the White House china, if elected? Or did u already hock it? #SemST",1,hillary
And the working american tax payer keeps on paying for the unethical liberals who want to destroy this great country of ours. #SemST,1,hillary
"@user @user @user ""@HillaryClinton can't even manage @user and she wants to be @user #lol #StopHillary2016 #SemST",1,hillary
"You cant fix stupid, might not be able to vote them out either. #SemST",0,hillary
"@user he made a careless mistake, she deliberately broke many laws & still lies about it. #SemST",1,hillary
@user @user @user @user She's too old to understand the internet...that she can be fact checked.,1,hillary
@user @user @user   @user The whole #world is supporting you. #SemST,2,hillary
@user tolerance at its best! Do as I say not as I do #SemST,0,hillary
@user Hahahaha how much are you going to charge them!!!! #NoHillary2016 #SemST,1,hillary
"@user Results matter. U may feel less safe, but that is ur mental health issues. No 9/11s on Obama's watch #SemST",1,hillary
I'm on the edge of my seat to start volunteering for @user 's presidential campaign!  So excited!!  #cantwait,2,hillary
Come visit me at the Jefferson County Fair! Representative Curt Hanson will tell a joke and I'll tell a story about why vote #SemST,0,hillary
Is there a Govt restart button? Someone needs to push that thing. #RememberBenghazi2016 #PatriotsWillRise #SemST,0,hillary
"@user Obamacare stays and the Confederate flag goes. You guys have had quite the shitty week, haven't you? #SemST",0,hillary
@user I'm just hoping we don't have to resurrect the no H8 for Hillary's second term. #SemST,1,hillary
Well Strung is what should happed the next time these Hillary-loving ass douches encounter some trees. #RedEye #SemST,1,hillary
@user @user I love it! One of our biggest donors is Saudi Arabia. They support women's rights completely! #GoTeam #SemST,1,hillary
Since #SNL ain't that funny anymore please @user run for president.. if even just for the hilarious debates between you & #SemST,1,hillary
"Hillary must have been at the Navy Yard, under sniper fire!  #SemST",1,hillary
@user Hahahaha combed through emails!!! Bunch of scumbags!!! #NoHillary2016 #SemST,1,hillary
Join the Twitter movement! RT or fav for a mention or follow back! #SemST,0,hillary
"@user ""@HillaryClinton can't even manage @user and she wants to be @user #lol #WakeUpAmerica #StopHillary2016 #SemST",1,hillary
@user Stop raising taxes and let people keep more of their wages! #LibertyNotHillary #StandWithRand #SemST,1,hillary
@user thats why they still have no voting rights. #SemST,0,hillary
#Christie2016 you can't claim #Bridgegate wasn't your fault when you were the man behind the wheel. #GOP  #TeaParty #TCOT #DEM #SemST,1,hillary
.@DavidLimbaugh - agree put it back.. But I have a feeling it won't go away.. It will keep coming back! #SemST,1,hillary
I'm 19 years old and care about politics and elections.... I feel like I'm 67 years old #SemST,0,hillary
Volunteer with  your local campaign this weekend! Help build Team Hillary - march w/ us in Bethesda! @user #MD #SemST,2,hillary
@user #hillary is most likely a felon many times over but has been protected by the political class. #SemST,1,hillary
Very simple: the Clinton's are corrupt. #SemST,1,hillary
Gwen being a good leader and training a new volunteer in rock hill.! #FellowsSC #HillaryForSC #SemST,2,hillary
I think it's funny people think Bernie can take on Hillary and Bill #SemST,2,hillary
Hillary can not win. Here's hoping the Dems offer a real candidate like Warren. #Warren2016,1,hillary
"@user @user @user Yeah, she's a real forward thinker! Lol  #MakeAmericaGreatAgain #WhyImNotVotingForHillary #SemST",1,hillary
"@user @user @user  Why not, they lie about everything else, even when confronted with the truth.  #freeallfour #SemST",1,hillary
Hilly & Barry's Bloody Benghazi Bamboozle #HillaryIceCreamFlavors   #tcot #WakeUpAmerica #SemST,1,hillary
"#TheDonald can't keep a beauty pageant afloat and wants to be the President?  Aw, hell no. #SemST",1,hillary
Madam President Clinton; you have all the gays vote. #jarrid #SemST,2,hillary
@user   Support encourage #HillaryClinton president #UnitedStates world is success of women in  world #SemST,2,hillary
"This Friday is, officially, Political Incorrectness day! All day say whatever you want and offend everyone! Yay! #tcot #2A #PC  #SemST",0,hillary
/#Leftest #Hippocratic #Domecrats won't vote for #FineLady #MichellBachmann but will vote for #EmailScandal #Benghazi #Killary #SemST,1,hillary
2 million bogus followers on Twitter @user #WhyImNotVotingForHillary,1,hillary
@user > since trickle down economics has failed when was the last time a poor person created jobs? #SemST,1,hillary
"If you cant dazzle them with brilliance, baffle them with bullshit. #HillaryClinton #libstardsareidiots #SemST",1,hillary
@user loving the new colorful profile pic! #loveit #SemST,2,hillary
#everydaysexism Only > @user < may say what sexism is. The rest of y'all shut up. #SemST,0,hillary
@user : My name is Rebecca and my grandmother immigrated to Sunnybrook Farm. @user,0,hillary
"Now that #Hillary is raising money like an incumbent president, can we stop pretending that she won't be the nominee? #SemST",1,hillary
"I've made my decision, to the shock of no one probably, who I'm supporting  #SemST",0,hillary
"@user First SCOTUS reaffirms Obamacare, then it legalize gay marriage. Your world is crumbling! #SemST",0,hillary
I'm going to apply for the Intern job #SemST,0,hillary
Can't wait to get my #YaaasHillary shirt!  @user #SemST,2,hillary
@user Compassion the new frontier Hillary will go where she's never gone before She'll need a village & a committee #SemST,1,hillary
@user You can run but you ca't hide. #ClintonFoundationscandal #ClintonCash #emailgate #SemST,1,hillary
@user @user @user @user The whole #world is supporting you. #SemST,2,hillary
Congratulations @user on entering the 2016 race for President! You have the support of Jews all over the world! #SemST,2,hillary
Chipotle employees shouldn't complain Hillary left nothing in the tip jar. They're lucky she didn't dip in and help herself #SemST,1,hillary
"#BENGHAZI WAIT DID I SAY ""THANK GOD?"" VOTERS? SRY!! MT!! I MEANT ""THANK GOODNESS!"" NO OFFENSE INTENDED! ##tcot #SemST",1,hillary
"@user anytime a liberal throws around words like ""truth is"" or ""reality is"" you know they're about to LIE! #SemST",0,hillary
Do we call Bill Mr President...the first 1st man of Or mr president the 1st man? Lol #imreadyforhillary #SemST,2,hillary
"The only thing that I would pay money for is to hear Hillary Clinton say ""I QUIT and I'm GUILTY"" that would be worth millions. #SemST",1,hillary
crazy to think next up for the Oval Office is either going to be Hillary or a Republican #SemST,1,hillary
"@user ""@HillaryClinton can't even manage @user and she wants to be @user #lol #WakeUpAmerica #StopHillary2016 #SemST",1,hillary
"I hate Hillary Clinton and Obama, please go die together  thrown into the ocean get ripped into prices by sharks. #SemST",1,hillary
@user What #Bernie2016 has done is work for DECADES on behalf of the American people not the corporatocracy who own corrupted #SemST,1,hillary
"@user had more twitter followers then all four major Republican candidates (Bush, Rubio, Paul, Cruz) COMBINED. #SemST",2,hillary
@user @user She is as bad or worse possibly than #Obama and she will continue to break laws as if she is invincible. #SemST,1,hillary
@user Here are my thoughts on the ruling: keep your archaic non-science based beliefs out of the laws of our secular nation #SemST,0,hillary
